comments,duration,ratings,tags,views
114,364,"[{""id"": 9, ""name"": ""Ingenious"", ""count"": 162}, {""id"": 7, ""name"": ""Funny"", ""count"": 410}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 42}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 188}, {""id"": 3, ""name"": ""Courageous"", ""count"": 27}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 79}, {""id"": 25, ""name"": ""OK"", ""count"": 194}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 45}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 102}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 26}, {""id"": 8, ""name"": ""Informative"", ""count"": 70}, {""id"": 2, ""name"": ""Confusing"", ""count"": 21}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 20}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 7}]","[""AI"", ""comedy"", ""entertainment"", ""humor"", ""robots"", ""science"", ""technology""]",757335
164,864,"[{""id"": 26, ""name"": ""Obnoxious"", ""count"": 33}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 21}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 148}, {""id"": 8, ""name"": ""Informative"", ""count"": 102}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 113}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 68}, {""id"": 25, ""name"": ""OK"", ""count"": 46}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 104}, {""id"": 3, ""name"": ""Courageous"", ""count"": 69}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 84}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 13}, {""id"": 7, ""name"": ""Funny"", ""count"": 15}, {""id"": 2, ""name"": ""Confusing"", ""count"": 18}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 12}]","[""economics"", ""global issues"", ""poverty""]",756974
42,862,"[{""id"": 1, ""name"": ""Beautiful"", ""count"": 211}, {""id"": 8, ""name"": ""Informative"", ""count"": 100}, {""id"": 25, ""name"": ""OK"", ""count"": 13}, {""id"": 3, ""name"": ""Courageous"", ""count"": 126}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 337}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 46}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 95}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 74}, {""id"": 2, ""name"": ""Confusing"", ""count"": 7}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 20}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 15}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 7}, {""id"": 7, ""name"": ""Funny"", ""count"": 6}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 0}]","[""advertising"", ""creativity"", ""war""]",755399
63,749,"[{""id"": 8, ""name"": ""Informative"", ""count"": 249}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 105}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 118}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 4}, {""id"": 25, ""name"": ""OK"", ""count"": 32}, {""id"": 7, ""name"": ""Funny"", ""count"": 13}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 71}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 31}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 7}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 23}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 25}, {""id"": 2, ""name"": ""Confusing"", ""count"": 9}, {""id"": 3, ""name"": ""Courageous"", ""count"": 28}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 12}]","[""business"", ""cities"", ""community"", ""economics"", ""global issues"", ""law""]",754755
58,1031,"[{""id"": 11, ""name"": ""Longwinded"", ""count"": 83}, {""id"": 3, ""name"": ""Courageous"", ""count"": 14}, {""id"": 7, ""name"": ""Funny"", ""count"": 130}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 66}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 41}, {""id"": 2, ""name"": ""Confusing"", ""count"": 24}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 18}, {""id"": 8, ""name"": ""Informative"", ""count"": 267}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 166}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 93}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 68}, {""id"": 25, ""name"": ""OK"", ""count"": 66}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 16}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 16}]","[""TED Brain Trust"", ""United States"", ""business"", ""entrepreneur"", ""history"", ""innovation"", ""invention"", ""technology"", ""web""]",754700
92,1072,"[{""id"": 24, ""name"": ""Persuasive"", ""count"": 285}, {""id"": 8, ""name"": ""Informative"", ""count"": 555}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 268}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 258}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 29}, {""id"": 2, ""name"": ""Confusing"", ""count"": 24}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 93}, {""id"": 3, ""name"": ""Courageous"", ""count"": 35}, {""id"": 25, ""name"": ""OK"", ""count"": 105}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 69}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 27}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 40}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 3}, {""id"": 7, ""name"": ""Funny"", ""count"": 7}]","[""Google"", ""business"", ""collaboration"", ""economics"", ""law"", ""social change"", ""technology"", ""wikipedia""]",753974
33,961,"[{""id"": 2, ""name"": ""Confusing"", ""count"": 40}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 15}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 6}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 28}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 276}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 161}, {""id"": 8, ""name"": ""Informative"", ""count"": 150}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 154}, {""id"": 3, ""name"": ""Courageous"", ""count"": 64}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 34}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 30}, {""id"": 7, ""name"": ""Funny"", ""count"": 7}, {""id"": 25, ""name"": ""OK"", ""count"": 37}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 8}]","[""government"", ""peace"", ""war""]",753002
143,894,"[{""id"": 11, ""name"": ""Longwinded"", ""count"": 29}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 44}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 14}, {""id"": 2, ""name"": ""Confusing"", ""count"": 16}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 179}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 397}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 30}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 266}, {""id"": 3, ""name"": ""Courageous"", ""count"": 93}, {""id"": 8, ""name"": ""Informative"", ""count"": 130}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 89}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 103}, {""id"": 25, ""name"": ""OK"", ""count"": 43}, {""id"": 7, ""name"": ""Funny"", ""count"": 4}]","[""art"", ""climate change"", ""environment"", ""film"", ""future"", ""humanity"", ""media"", ""photography""]",751889
118,334,"[{""id"": 22, ""name"": ""Fascinating"", ""count"": 156}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 516}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 207}, {""id"": 25, ""name"": ""OK"", ""count"": 72}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 26}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 67}, {""id"": 8, ""name"": ""Informative"", ""count"": 127}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 65}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 38}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 10}, {""id"": 3, ""name"": ""Courageous"", ""count"": 34}, {""id"": 7, ""name"": ""Funny"", ""count"": 9}, {""id"": 2, ""name"": ""Confusing"", ""count"": 19}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 11}]","[""global development"", ""global issues"", ""health"", ""health care"", ""innovation"", ""invention"", ""product design"", ""sight""]",751452
119,1138,"[{""id"": 9, ""name"": ""Ingenious"", ""count"": 66}, {""id"": 3, ""name"": ""Courageous"", ""count"": 112}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 208}, {""id"": 8, ""name"": ""Informative"", ""count"": 307}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 86}, {""id"": 2, ""name"": ""Confusing"", ""count"": 23}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 16}, {""id"": 7, ""name"": ""Funny"", ""count"": 11}, {""id"": 25, ""name"": ""OK"", ""count"": 64}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 80}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 24}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 57}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 27}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 7}]","[""business"", ""cars"", ""culture"", ""economics"", ""parenting"", ""statistics"", ""transportation""]",749952
89,366,"[{""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 163}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 13}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 186}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 226}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 36}, {""id"": 8, ""name"": ""Informative"", ""count"": 139}, {""id"": 7, ""name"": ""Funny"", ""count"": 6}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 29}, {""id"": 25, ""name"": ""OK"", ""count"": 79}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 29}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 9}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 8}, {""id"": 3, ""name"": ""Courageous"", ""count"": 3}, {""id"": 2, ""name"": ""Confusing"", ""count"": 3}]","[""TEDx"", ""animation"", ""art"", ""computers"", ""design"", ""film"", ""technology"", ""visualizations""]",748862
202,873,"[{""id"": 10, ""name"": ""Inspiring"", ""count"": 267}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 203}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 66}, {""id"": 8, ""name"": ""Informative"", ""count"": 197}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 28}, {""id"": 25, ""name"": ""OK"", ""count"": 86}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 253}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 67}, {""id"": 2, ""name"": ""Confusing"", ""count"": 13}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 36}, {""id"": 3, ""name"": ""Courageous"", ""count"": 41}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 84}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 12}, {""id"": 7, ""name"": ""Funny"", ""count"": 4}]","[""business"", ""china"", ""cities"", ""culture"", ""economics"", ""future"", ""global issues"", ""happiness"", ""health"", ""history""]",748739
14,741,"[{""id"": 9, ""name"": ""Ingenious"", ""count"": 39}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 112}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 46}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 28}, {""id"": 8, ""name"": ""Informative"", ""count"": 51}, {""id"": 2, ""name"": ""Confusing"", ""count"": 1}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 5}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 14}, {""id"": 7, ""name"": ""Funny"", ""count"": 4}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 7}, {""id"": 3, ""name"": ""Courageous"", ""count"": 24}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 15}, {""id"": 25, ""name"": ""OK"", ""count"": 1}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 0}]","[""TEDx"", ""cities"", ""community"", ""government"", ""poverty"", ""social change"", ""society""]",748485
94,580,"[{""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 311}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 581}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 468}, {""id"": 7, ""name"": ""Funny"", ""count"": 8}, {""id"": 8, ""name"": ""Informative"", ""count"": 336}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 216}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 87}, {""id"": 25, ""name"": ""OK"", ""count"": 24}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 37}, {""id"": 3, ""name"": ""Courageous"", ""count"": 3}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 9}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 7}, {""id"": 2, ""name"": ""Confusing"", ""count"": 15}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 7}]","[""biology"", ""biomimicry"", ""design"", ""green"", ""invention"", ""life"", ""medicine"", ""science"", ""technology""]",747979
97,565,"[{""id"": 1, ""name"": ""Beautiful"", ""count"": 466}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 156}, {""id"": 3, ""name"": ""Courageous"", ""count"": 18}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 111}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 80}, {""id"": 25, ""name"": ""OK"", ""count"": 43}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 13}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 15}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 21}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 6}, {""id"": 2, ""name"": ""Confusing"", ""count"": 12}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 19}, {""id"": 8, ""name"": ""Informative"", ""count"": 3}, {""id"": 7, ""name"": ""Funny"", ""count"": 8}]","[""entertainment"", ""live music"", ""music"", ""performance""]",746852
279,761,"[{""id"": 7, ""name"": ""Funny"", ""count"": 17}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 59}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 117}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 146}, {""id"": 3, ""name"": ""Courageous"", ""count"": 51}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 84}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 14}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 17}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 10}, {""id"": 8, ""name"": ""Informative"", ""count"": 61}, {""id"": 25, ""name"": ""OK"", ""count"": 41}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 20}, {""id"": 2, ""name"": ""Confusing"", ""count"": 8}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 26}]","[""energy"", ""global issues"", ""work""]",745252
57,1083,"[{""id"": 7, ""name"": ""Funny"", ""count"": 80}, {""id"": 3, ""name"": ""Courageous"", ""count"": 274}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 44}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 18}, {""id"": 8, ""name"": ""Informative"", ""count"": 44}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 288}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 124}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 74}, {""id"": 25, ""name"": ""OK"", ""count"": 20}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 22}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 7}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 7}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 10}, {""id"": 2, ""name"": ""Confusing"", ""count"": 1}]","[""climate change"", ""culture"", ""exploration"", ""global issues"", ""personal growth"", ""potential"", ""sports"", ""technology"", ""travel""]",745231
20,747,"[{""id"": 3, ""name"": ""Courageous"", ""count"": 46}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 99}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 31}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 31}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 33}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 14}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 7}, {""id"": 8, ""name"": ""Informative"", ""count"": 47}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 17}, {""id"": 2, ""name"": ""Confusing"", ""count"": 10}, {""id"": 25, ""name"": ""OK"", ""count"": 10}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 15}, {""id"": 7, ""name"": ""Funny"", ""count"": 3}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 4}]","[""TEDx"", ""business"", ""capitalism"", ""community"", ""economics"", ""entrepreneur"", ""inequality"", ""social change"", ""society"", ""work""]",744793
252,1145,"[{""id"": 3, ""name"": ""Courageous"", ""count"": 57}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 151}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 211}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 209}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 168}, {""id"": 8, ""name"": ""Informative"", ""count"": 279}, {""id"": 2, ""name"": ""Confusing"", ""count"": 49}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 72}, {""id"": 25, ""name"": ""OK"", ""count"": 109}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 85}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 54}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 67}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 38}, {""id"": 7, ""name"": ""Funny"", ""count"": 0}]","[""global issues"", ""math"", ""prediction"", ""technology"", ""war""]",744448
99,888,"[{""id"": 24, ""name"": ""Persuasive"", ""count"": 126}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 243}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 83}, {""id"": 25, ""name"": ""OK"", ""count"": 86}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 17}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 67}, {""id"": 8, ""name"": ""Informative"", ""count"": 107}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 68}, {""id"": 3, ""name"": ""Courageous"", ""count"": 42}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 34}, {""id"": 2, ""name"": ""Confusing"", ""count"": 10}, {""id"": 7, ""name"": ""Funny"", ""count"": 14}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 55}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 18}]","[""art"", ""dance"", ""education"", ""future"", ""science"", ""science and art"", ""space"", ""technology""]",744257
78,1265,"[{""id"": 24, ""name"": ""Persuasive"", ""count"": 250}, {""id"": 7, ""name"": ""Funny"", ""count"": 18}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 153}, {""id"": 8, ""name"": ""Informative"", ""count"": 443}, {""id"": 2, ""name"": ""Confusing"", ""count"": 38}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 70}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 138}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 20}, {""id"": 25, ""name"": ""OK"", ""count"": 137}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 52}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 8}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 21}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 11}, {""id"": 3, ""name"": ""Courageous"", ""count"": 14}]","[""TEDx"", ""culture"", ""global issues"", ""security"", ""technology"", ""terrorism""]",744089
46,283,"[{""id"": 1, ""name"": ""Beautiful"", ""count"": 77}, {""id"": 3, ""name"": ""Courageous"", ""count"": 43}, {""id"": 8, ""name"": ""Informative"", ""count"": 157}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 169}, {""id"": 7, ""name"": ""Funny"", ""count"": 13}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 89}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 57}, {""id"": 25, ""name"": ""OK"", ""count"": 33}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 31}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 3}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 6}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 1}, {""id"": 2, ""name"": ""Confusing"", ""count"": 3}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 0}]","[""Senses"", ""TED Fellows"", ""global issues"", ""prosthetics"", ""technology""]",742510
61,501,"[{""id"": 1, ""name"": ""Beautiful"", ""count"": 27}, {""id"": 8, ""name"": ""Informative"", ""count"": 264}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 50}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 149}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 106}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 39}, {""id"": 7, ""name"": ""Funny"", ""count"": 38}, {""id"": 3, ""name"": ""Courageous"", ""count"": 20}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 22}, {""id"": 2, ""name"": ""Confusing"", ""count"": 1}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 1}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 8}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 1}, {""id"": 25, ""name"": ""OK"", ""count"": 10}]","[""TED Fellows"", ""global issues"", ""health"", ""infrastructure"", ""public health"", ""sanitation""]",742106
280,1206,"[{""id"": 26, ""name"": ""Obnoxious"", ""count"": 63}, {""id"": 3, ""name"": ""Courageous"", ""count"": 129}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 101}, {""id"": 8, ""name"": ""Informative"", ""count"": 146}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 63}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 102}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 169}, {""id"": 25, ""name"": ""OK"", ""count"": 27}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 29}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 9}, {""id"": 2, ""name"": ""Confusing"", ""count"": 14}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 15}, {""id"": 7, ""name"": ""Funny"", ""count"": 9}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 20}]","[""Europe"", ""democracy"", ""economics"", ""global issues"", ""politics""]",741720
196,1021,"[{""id"": 10, ""name"": ""Inspiring"", ""count"": 349}, {""id"": 3, ""name"": ""Courageous"", ""count"": 494}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 77}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 96}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 293}, {""id"": 8, ""name"": ""Informative"", ""count"": 387}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 56}, {""id"": 25, ""name"": ""OK"", ""count"": 65}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 21}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 21}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 23}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 9}, {""id"": 2, ""name"": ""Confusing"", ""count"": 9}, {""id"": 7, ""name"": ""Funny"", ""count"": 5}]","[""TEDx"", ""corruption"", ""global issues"", ""money"", ""politics""]",741625
49,364,"[{""id"": 8, ""name"": ""Informative"", ""count"": 224}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 147}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 95}, {""id"": 25, ""name"": ""OK"", ""count"": 60}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 5}, {""id"": 3, ""name"": ""Courageous"", ""count"": 33}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 5}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 31}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 11}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 37}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 3}, {""id"": 7, ""name"": ""Funny"", ""count"": 3}, {""id"": 2, ""name"": ""Confusing"", ""count"": 7}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 7}]","[""TED Fellows"", ""inequality"", ""technology""]",741287
42,277,"[{""id"": 2, ""name"": ""Confusing"", ""count"": 47}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 26}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 38}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 29}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 13}, {""id"": 10, ""name"": ""Inspiring"", ""count"": 28}, {""id"": 25, ""name"": ""OK"", ""count"": 53}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 12}, {""id"": 7, ""name"": ""Funny"", ""count"": 179}, {""id"": 8, ""name"": ""Informative"", ""count"": 8}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 28}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 3}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 23}, {""id"": 3, ""name"": ""Courageous"", ""count"": 15}]","[""dance"", ""genetics"", ""music""]",741146
323,651,"[{""id"": 10, ""name"": ""Inspiring"", ""count"": 745}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 501}, {""id"": 8, ""name"": ""Informative"", ""count"": 364}, {""id"": 3, ""name"": ""Courageous"", ""count"": 356}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 39}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 84}, {""id"": 7, ""name"": ""Funny"", ""count"": 8}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 14}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 73}, {""id"": 2, ""name"": ""Confusing"", ""count"": 14}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 45}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 60}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 120}, {""id"": 25, ""name"": ""OK"", ""count"": 41}]","[""communication"", ""compassion"", ""entertainment"", ""film"", ""nonviolence"", ""peace"", ""violence"", ""war""]",740934
147,645,"[{""id"": 10, ""name"": ""Inspiring"", ""count"": 91}, {""id"": 8, ""name"": ""Informative"", ""count"": 189}, {""id"": 22, ""name"": ""Fascinating"", ""count"": 49}, {""id"": 9, ""name"": ""Ingenious"", ""count"": 17}, {""id"": 24, ""name"": ""Persuasive"", ""count"": 100}, {""id"": 3, ""name"": ""Courageous"", ""count"": 52}, {""id"": 25, ""name"": ""OK"", ""count"": 37}, {""id"": 21, ""name"": ""Unconvincing"", ""count"": 38}, {""id"": 2, ""name"": ""Confusing"", ""count"": 6}, {""id"": 1, ""name"": ""Beautiful"", ""count"": 13}, {""id"": 23, ""name"": ""Jaw-dropping"", ""count"": 5}, {""id"": 7, ""name"": ""Funny"", ""count"": 4}, {""id"": 26, ""name"": ""Obnoxious"", ""count"": 9}, {""id"": 11, ""name"": ""Longwinded"", ""count"": 3}]","[""Foreign Policy"", ""Iran"", ""Middle East"", ""global issues"", ""government"", ""peace"", ""politics""]",740772
